Available_date,Floor,Kitchen_type,Bedrooms,Dressing_room,Bathrooms,Toilets,Office,Professional_space,Small_pet-friendly,Armored_door,Primary_energy_consumption,Energy_class,Reference_number_of_the_EPC_report,CO_emission,Heating_type,Heat_pump,Photovoltaic_solar_panels,Thermic_solar_panels,Common_water_heater,Double_glazing,Type_of_building,Monthly_rental_price,Monthly_costs,Tenement_building,price,space,address,listing_type,Number_of_floors,Number_of_frontages,Outdoor_parking_spaces,Living_area,Living_room_surface,Bedroom_1_surface,Bedroom_2_surface,Furnished,Terrace_surface,Intercom,Visio_phone,Address,Website,External_reference,agency,Construction_year,Building_condition,Terrace_orientation,Caretaker,Elevator,Accessible_for_disabled_people,Secure_access_alarm,Air_conditioning,TV_cable,Swimming_pool,Internet,Available_as_of,Street_frontage_width,Terrace,Shower_rooms,Surroundings_type
March 1 2023 - 12:00 AM,3,USA hyper equipped,1,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,050
1050 €","€ 350
350€",No,"€1,050 (+ €350)
1050€ + 350€ per month","1 bedroom | 45 m²
square meters",Ask for the exact address,Apartment for rent,3,2,NA,"45 m²
square meters",NA,"12 m²
square meters",NA,Yes,NA,Yes,NA,"Rue Defacqz 40
1050 - Ixelles",http://www.oralis.be,5225647,ORALIS Real Estate,2018,As new,NA,NA,No,No,NA,NA,Yes,No,NA,Depending on the tenant,NA,Yes,1,NA
April 1 2023 - 12:00 AM,2,Hyper equipped,2,NA,2,2,NA,NA,NA,Yes,"234 kWh/m²
kilowatt hour per square meters",E,Not specified,42 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,400
1400 €","€ 175
175€",No,"€1,400 (+ €175)
1400€ + 175€ per month","2 bedrooms | 120 m²
square meters",1150 — Woluwe-Saint-Pierre,Apartment for rent,4,2,1,"120 m²
square meters","35 m²
square meters","19 m²
square meters","12 m²
square meters",No,"10 m²
square meters",NA,Yes,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5225563,Sorimo - Bruxelles,2010,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,Isolated
February 15 2023 - 12:00 AM,NA,Hyper equipped,4,NA,4,5,Yes,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,400
2400 €",NA,No,"€2,400/month
2400€ per month","4 bedrooms | 180 m²
square meters",Ask for the exact address,House for rent,NA,3,NA,"180 m²
square meters","56 m²
square meters","11 m²
square meters","14 m²
square meters",No,"10 m²
square meters",NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5225445,Sorimo - Bruxelles,1970,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,Depending on the tenant,NA,NA,NA,NA
February 1 2023 - 12:00 AM,1,Hyper equipped,3,NA,1,1,NA,NA,NA,NA,"138 kWh/m²
kilowatt hour per square meters",C,201403050001547864000000012,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,350
1350 €","€ 270
270€",No,"€1,350 (+ €270)
1350€ + 270€ per month","3 bedrooms | 110 m²
square meters",1200 — Woluwe-Saint-Lambert,Apartment for rent,9,2,NA,"110 m²
square meters","35 m²
square meters","14 m²
square meters","10 m²
square meters",No,"10 m²
square meters",NA,Yes,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5225311,Sorimo - Bruxelles,1979,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Immediately,NA,NA,NA,Isolated
April 1 2023 - 12:00 AM,3,Hyper equipped,3,NA,1,1,NA,NA,NA,NA,"145 kWh/m²
kilowatt hour per square meters",C,Not specified,31 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,600
1600 €","€ 300
300€",No,"€1,600 (+ €300)
1600€ + 300€ per month","3 bedrooms | 140 m²
square meters",1050 — Ixelles,Apartment for rent,6,2,NA,"140 m²
square meters",NA,"20 m²
square meters","19 m²
square meters",No,"5 m²
square meters",NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5224933,Sorimo - Bruxelles,1960,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,NA,Isolated
March 1 2023 - 12:00 AM,1,Hyper equipped,3,NA,2,2,NA,NA,NA,NA,"107 kWh/m²
kilowatt hour per square meters",C,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,875
1875 €","€ 225
225€",No,"€1,875 (+ €225)
1875€ + 225€ per month","3 bedrooms | 145 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"145 m²
square meters","45 m²
square meters","16 m²
square meters","14 m²
square meters",No,"6 m²
square meters",NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5224850,Sorimo - Bruxelles,2013,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,NA
January 1 2023 - 12:00 AM,NA,Hyper equipped,2,NA,1,3,NA,NA,NA,NA,"186 kWh/m²
kilowatt hour per square meters",D,Not specified,37 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,650
1650 €",NA,No,"€1,650/month
1650€ per month","2 bedrooms | 180 m²
square meters",1160 — Auderghem,House for rent,NA,2,NA,"180 m²
square meters","38 m²
square meters","16 m²
square meters","14 m²
square meters",No,NA,NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5224807,Sorimo - Bruxelles,1974,As new,NA,NA,No,No,Yes,NA,NA,No,NA,Immediately,NA,Yes,NA,Isolated
February 1 2023 - 12:00 AM,2,USA hyper equipped,2,NA,2,2,NA,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,500
1500 €","€ 175
175€",No,"€1,500 (+ €175)
1500€ + 175€ per month","2 bedrooms | 90 m²
square meters",Ask for the exact address,Apartment for rent,7,2,NA,"90 m²
square meters","35 m²
square meters","14 m²
square meters","11 m²
square meters",No,"10 m²
square meters",NA,Yes,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5224174,Sorimo - Bruxelles,2023,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,To be defined,NA,NA,NA,NA
December 1 2022 - 12:00 AM,NA,USA hyper equipped,5,NA,3,2,NA,NA,NA,NA,"101 kWh/m²
kilowatt hour per square meters",C,Not specified,19 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 4,500
4500 €",NA,No,"€4,500/month
4500€ per month","5 bedrooms | 375 m²
square meters",1200 — Woluwe-Saint-Lambert,House for rent,NA,3,NA,"375 m²
square meters","64 m²
square meters","21 m²
square meters","21 m²
square meters",No,"10 m²
square meters",NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5100866,Sorimo - Bruxelles,2017,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,2,Isolated
NA,1,NA,1,NA,1,1,NA,NA,NA,NA,"302 kWh/m²
kilowatt hour per square meters",F,20160620-0000344491-01-4,61 kg CO₂/m²,Electric,NA,NA,NA,NA,Yes,NA,"€ 800
800 €","€ 30
30€",No,"€800 (+ €30)
800€ + 30€ per month","1 bedroom | 38 m²
square meters",1070 — Anderlecht,Apartment for rent,4,2,NA,"38 m²
square meters","18 m²
square meters","11 m²
square meters",NA,No,NA,Yes,NA,"Avenue d'Itterbeek, 60
1070 - Anderlecht",http://www.prestigeconsultor.com,5223774,Prestige Consultor Immobilier,NA,Good,NA,NA,No,No,NA,NA,NA,No,NA,Immediately,NA,NA,3,Urban
March 1 2023 - 12:00 AM,12,Semi equipped,3,NA,1,1,NA,NA,NA,NA,"233 kWh/m²
kilowatt hour per square meters",E,UC 561943,46 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 900
900 €","€ 200
200€",No,"€900 (+ €200)
900€ + 200€ per month","3 bedrooms | 88 m²
square meters",1083 — Ganshoren,Apartment for rent,21,2,NA,"88 m²
square meters","29 m²
square meters","8 m²
square meters","8 m²
square meters",NA,NA,Yes,NA,"Astridlaan 1
1700 - Dilbeek",http://www.living-stone.be,5221893,Living Stone Verhuur,1969,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,Urban
March 15 2023 - 12:00 AM,2,USA installed,1,NA,1,1,NA,NA,NA,NA,"95 kWh/m²
kilowatt hour per square meters",B,20130708-0000175329-01-6,20 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 870
870 €","€ 80
80€",No,"€870 (+ €80)
870€ + 80€ per month","1 bedroom | 72 m²
square meters",Ask for the exact address,Apartment for rent,3,2,NA,"72 m²
square meters","25 m²
square meters","16 m²
square meters",NA,No,"8 m²
square meters",NA,Yes,"Boulevard du Souverain, 254
1160 - Auderghem",http://www.eurohouse.be,5205234,EuroHouse sa,2006,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,NA,NA
April 1 2023 - 12:00 AM,9,USA hyper equipped,3,NA,1,2,NA,NA,NA,Yes,"192 kWh/m²
kilowatt hour per square meters",D,Not specified,40 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,800
1800 €","€ 350
350€",No,"€1,800 (+ €350)
1800€ + 350€ per month","3 bedrooms | 179 m²
square meters",Ask for the exact address,Apartment for rent,NA,2,NA,"179 m²
square meters","46 m²
square meters","15 m²
square meters","14 m²
square meters",No,"20 m²
square meters",Yes,Yes,"Chaussée de Waterloo 1382
1180 - Uccle",http://www.victoire.be/,5219434,Victoire (Location),NA,As new,NA,Yes,Yes,Yes,NA,NA,Yes,No,NA,To be defined,NA,NA,1,NA
January 15 2023 - 12:00 AM,1,USA installed,2,NA,1,1,NA,NA,NA,NA,"107 kWh/m²
kilowatt hour per square meters",C,20121211-0000135012-01-5,22 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 1,350
1350 €","€ 150
150€",No,"€1,350 (+ €150)
1350€ + 150€ per month","2 bedrooms | 91 m²
square meters",Ask for the exact address,Apartment for rent,6,2,NA,"91 m²
square meters",NA,"14 m²
square meters","11 m²
square meters",Yes,"12 m²
square meters",NA,NA,"Rue Edith Cavell 226
1180 - Bruxelles",NA,5225222,CLC Immo,2012,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Immediately,NA,NA,1,NA
January 16 2023 - 12:00 AM,3,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,Yes,NA,"€ 1,300
1300 €","€ 400
400€",No,"€1,300 (+ €400)
1300€ + 400€ per month","2 bedrooms | 80 m²
square meters",1180 — Uccle,Apartment for rent,3,2,NA,"80 m²
square meters","27 m²
square meters","12 m²
square meters","12 m²
square meters",Yes,"8 m²
square meters",Yes,Yes,"Rue Américaine, 158
1050 - Ixelles",http://www.immoreferences.be,5203762,Immo Références,NA,As new,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Countryside
February 1 2023 - 12:00 AM,3,USA hyper equipped,2,NA,2,2,NA,NA,NA,Yes,"45 kWh/m²
kilowatt hour per square meters",A,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,750
1750 €","€ 225
225€",No,"€1,750 (+ €225)
1750€ + 225€ per month","2 bedrooms | 100 m²
square meters",1180 — Uccle,Apartment for rent,6,2,NA,"100 m²
square meters","30 m²
square meters","21 m²
square meters","12 m²
square meters",No,"6 m²
square meters",NA,Yes,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",http://www.latouretpetit.be,5225460,Latour et Petit Location,2022,As new,NA,Yes,Yes,Yes,NA,NA,NA,No,NA,To be defined,NA,NA,1,Living area (residential, urban or rural)
April 1 2023 - 12:00 AM,NA,Hyper equipped,5,NA,4,6,NA,NA,NA,NA,"189 kWh/m²
kilowatt hour per square meters",D,D,37 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 6,900
6900 €",NA,No,"€6,900/month
6900€ per month","5 bedrooms | 400 m²
square meters",1160 — Auderghem,House for rent,NA,4,7,"400 m²
square meters","40 m²
square meters","20 m²
square meters","13 m²
square meters",No,"25 m²
square meters",NA,NA,"Avenue Baron Albert d'Huart 130
1950 - Kraainem",http://www.latouretpetit.be,5222703,Latour et Petit Location,2005,As new,NA,NA,No,Yes,Yes,NA,NA,Yes,NA,To be defined,NA,NA,4,Isolated
December 15 2022 - 12:00 AM,8,Hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"252 kWh/m²
kilowatt hour per square meters",E,20221007-0000622375-01-8,50 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,250
1250 €",NA,No,"€1,250/month
1250€ per month","2 bedrooms | 92 m²
square meters",Ask for the exact address,Apartment for rent,8,3,NA,"92 m²
square meters","34 m²
square meters","12 m²
square meters","10 m²
square meters",No,"7 m²
square meters",Yes,NA,"Cours St Michel 93
1040 - Etterbeek",http://www.cap-sud.com,5141348,CAP SUD Etterbeek,2001,NA,NA,NA,Yes,No,NA,NA,NA,No,NA,Immediately,NA,NA,1,NA
January 1 2023 - 12:00 AM,4,USA hyper equipped,2,NA,1,1,NA,NA,NA,NA,"196 kWh/m²
kilowatt hour per square meters",D,D,41 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,260
1260 €","€ 220
220€",No,"€1,260 (+ €220)
1260€ + 220€ per month","2 bedrooms | 85 m²
square meters",Ask for the exact address,Apartment for rent,5,2,NA,"85 m²
square meters","20 m²
square meters","16 m²
square meters","12 m²
square meters",No,"4 m²
square meters",Yes,NA,"Rue Belliard 200
1000 - Bruxelles",http://www.vaneau-lecobel.be,5224747,Vaneau Lecobel Bruxelles Est,1907,Good,NA,NA,Yes,Yes,NA,NA,Yes,No,NA,Immediately,10 m,NA,1,NA
July 1 2021 - 12:00 AM,1,USA hyper equipped,2,NA,1,1,NA,NA,NA,NA,"171 kWh/m²
kilowatt hour per square meters",D,20130903-0000165018-01-2,36 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,250
1250 €","€ 30
30€",No,"€1,250 (+ €30)
1250€ + 30€ per month","2 bedrooms | 107 m²
square meters",Ask for the exact address,Apartment for rent,5,2,NA,"107 m²
square meters","18 m²
square meters","15 m²
square meters","13 m²
square meters",No,NA,Yes,NA,"Rue Belliard 200
1000 - Bruxelles",http://www.vaneau-lecobel.be,5224723,Vaneau Lecobel Bruxelles Est,1913,As new,NA,NA,No,No,NA,NA,Yes,No,NA,Immediately,7.5 m,NA,1,NA
NA,9,Hyper equipped,3,NA,1,1,NA,NA,NA,NA,"102 kWh/m²
kilowatt hour per square meters",C,Not specified,28 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,100
1100 €","€ 280
280€",No,"€1,100 (+ €280)
1100€ + 280€ per month","3 bedrooms | 100 m²
square meters",1200 — Woluwe-Saint-Lambert,Apartment for rent,12,2,1,"100 m²
square meters","30 m²
square meters","14 m²
square meters","11 m²
square meters",No,"20 m²
square meters",Yes,Yes,"Rue Voot 4
1200 - Woluwe",https://www.trior.be/agence-immobiliere-woluwe,5225294,TRIOR Woluwe,NA,Good,NA,Yes,Yes,Yes,NA,NA,Yes,No,NA,Immediately,NA,NA,NA,Urban
February 1 2023 - 12:00 AM,NA,USA hyper equipped,2,NA,2,2,NA,NA,NA,NA,"327 kWh/m²
kilowatt hour per square meters",F,Not specified,70 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 1,650
1650 €","€ 150
150€",No,"€1,650 (+ €150)
1650€ + 150€ per month","2 bedrooms | 125 m²
square meters",1000 — Bruxelles,House for rent,NA,3,NA,"125 m²
square meters",NA,"15 m²
square meters","20 m²
square meters",Yes,"6 m²
square meters",NA,NA,"Rue des Sablons 19
1000 - Bruxelles",NA,5225034,Engel & Völkers Sablon,NA,As new,NA,NA,No,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,2,Isolated
February 1 2023 - 12:00 AM,NA,USA hyper equipped,2,NA,2,2,NA,NA,NA,NA,"327 kWh/m²
kilowatt hour per square meters",F,Not specified,70 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 1,650
1650 €","€ 150
150€",No,"€1,650 (+ €150)
1650€ + 150€ per month","2 bedrooms | 125 m²
square meters",1000 — Bruxelles,Apartment for rent,2,3,NA,"125 m²
square meters",NA,"15 m²
square meters","20 m²
square meters",Yes,"6 m²
square meters",NA,NA,"Rue des Sablons 19
1000 - Bruxelles",NA,5225031,Engel & Völkers Sablon,NA,As new,NA,NA,No,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,2,Isolated
March 1 2023 - 12:00 AM,4,USA hyper equipped,3,NA,2,2,NA,NA,NA,NA,"170 kWh/m²
kilowatt hour per square meters",D,20161204-0000365548-01-0,36 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,750
1750 €",NA,No,"€1,750/month
1750€ per month",3 bedrooms,Ask for the exact address,Apartment for rent,4,2,1,NA,NA,"23 m²
square meters","13 m²
square meters",Yes,NA,NA,Yes,"Rue des Sablons 19
1000 - Bruxelles",NA,5224994,Engel & Völkers Sablon,2000,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,To be defined,NA,NA,1,NA
NA,11,USA hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"203 kWh/m²
kilowatt hour per square meters",D,Not specified,40 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,950
1950 €","€ 400
400€",No,"€1,950 (+ €400)
1950€ + 400€ per month","2 bedrooms | 130 m²
square meters",1050 — Ixelles,Apartment for rent,13,2,NA,"130 m²
square meters","13 m²
square meters","10 m²
square meters","16 m²
square meters",Yes,"8 m²
square meters",Yes,NA,"Avenue Louise 589
1050 - Ixelles",NA,5223135,ENGEL & VÖLKERS Pavillon d'Ixelles,1958,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Immediately,NA,NA,1,Urban
NA,NA,NA,2,NA,1,2,Yes,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 1,950
1950 €","€ 300
300€",No,"€1,950 (+ €300)
1950€ + 300€ per month","2 bedrooms | 210 m²
square meters",Ask for the exact address,Apartment for rent,2,NA,2,"210 m²
square meters","40 m²
square meters","9 m²
square meters","20 m²
square meters",No,"24 m²
square meters",NA,NA,"François Gaystraat 155
1150 - Woluwe-St-Pierre",NA,5218840,Immo Trust,1960,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
NA,1,NA,1,NA,1,NA,NA,NA,NA,No,"193 kWh/m²
kilowatt hour per square meters",D,20170926-0000512836-01-4,38 kg CO₂/m²,Gas,No,No,No,No,Yes,NA,"€ 1,150
1150 €",NA,No,"€1,150/month
1150€ per month","1 bedroom | 85 m²
square meters",1160 — Auderghem,Apartment for rent,3,2,NA,"85 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Place Pinoy 7
1160 - Auderghem",http://www.merryl.be,NA,ERA Merryl Conti sprl,2000,NA,NA,NA,No,No,Yes,NA,No,No,NA,Immediately,6 m,NA,NA,NA
NA,3,Installed,2,No,NA,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 800
800 €",NA,No,"€800/month
800€ per month","2 bedrooms | 60 m²
square meters",1000 — Bruxelles,Apartment for rent,4,2,NA,"60 m²
square meters","16 m²
square meters","16 m²
square meters","12 m²
square meters",NA,NA,Yes,No,NA,NA,NA,NA,NA,Just renovated,NA,No,No,No,No,No,Yes,No,No,Immediately,6 m,NA,1,Living area (residential, urban or rural)
February 1 2023 - 12:00 AM,2,Installed,2,NA,1,2,Yes,NA,NA,Yes,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,550
1550 €","€ 300
300€",No,"€1,550 (+ €300)
1550€ + 300€ per month","2 bedrooms | 145 m²
square meters",Ask for the exact address,Apartment for rent,5,2,NA,"145 m²
square meters","45 m²
square meters","25 m²
square meters","22 m²
square meters",No,NA,NA,Yes,"Rue Camille Lemonnier , 68
1050 - Ixelles",http://www.brusselsrealestate.eu,5817 - 1734195,Brussels Real Estate,1930,Just renovated,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,3,Installed,3,NA,2,2,Yes,NA,NA,NA,"794 kWh/m²
kilowatt hour per square meters",G,201207230000103312015,169 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,950
1950 €","€ 45
45€",No,"€1,950 (+ €45)
1950€ + 45€ per month","3 bedrooms | 195 m²
square meters",1000 — BRUXELLES,Duplex for rent,4,2,NA,"195 m²
square meters","52 m²
square meters",NA,NA,No,NA,NA,NA,"Av G.Dossin de st Georges 5 bte 6
1050 - Ixelles",http://www.contigo.immo,8734 - 1404,Contigo Ixelles,NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
NA,3,Installed,2,NA,1,2,NA,NA,NA,NA,"170 kWh/m²
kilowatt hour per square meters",D,1124679,34 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 1,500
1500 €","€ 140
140€",No,"€1,500 (+ €140)
1500€ + 140€ per month","2 bedrooms | 90 m²
square meters",Ask for the exact address,Apartment for rent,4,3,NA,"90 m²
square meters","30 m²
square meters","14 m²
square meters","12 m²
square meters",No,"14 m²
square meters",NA,NA,"Avenue de Woluwe-Saint-Lambert 35
1200 - Woluwe-Saint-Lambert",http://www.espaceimmobrussels.be,45519 - 147,Espace Immo Brussels EST,1989,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
May 1 2023 - 12:00 AM,NA,Hyper equipped,2,NA,1,NA,NA,NA,NA,NA,"308 kWh/m²
kilowatt hour per square meters",F,20160720-0000346267-01-7,48 kg CO₂/m²,NA,NA,NA,NA,NA,Yes,NA,"€ 1,395
1395 €",NA,No,"€1,395/month
1395€ per month","2 bedrooms | 85 m²
square meters",1040 — Etterbeek,Apartment for rent,2,NA,NA,"85 m²
square meters",NA,NA,NA,No,"30 m²
square meters",NA,NA,"Rue de Pervyse, 37
1040 - Etterbeek",http://www.immoschmidt.be,27825 - 18840,Immobilière Schmidt,NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,To be defined,NA,NA,NA,NA
May 1 2023 - 12:00 AM,NA,Hyper equipped,2,NA,1,NA,NA,NA,NA,NA,"308 kWh/m²
kilowatt hour per square meters",F,20160720-0000346267-01-7,48 kg CO₂/m²,NA,NA,NA,NA,NA,Yes,NA,"€ 1,395
1395 €",NA,No,"€1,395/month
1395€ per month","2 bedrooms | 85 m²
square meters",1040 — Etterbeek,Duplex for rent,2,NA,NA,"85 m²
square meters",NA,NA,NA,No,"30 m²
square meters",NA,NA,"Rue de Pervyse, 37
1040 - Etterbeek",http://www.immoschmidt.be,27819 - 18840,Immobilière Schmidt,NA,Just renovated,NA,NA,NA,NA,NA,NA,NA,NA,NA,To be defined,NA,NA,NA,NA
February 15 2023 - 12:00 AM,4,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"342 kWh/m²
kilowatt hour per square meters",F,0,68 kg CO₂/m²,Gas,NA,NA,NA,NA,NA,NA,"€ 1,300
1300 €","€ 100
100€",No,"€1,300 (+ €100)
1300€ + 100€ per month","2 bedrooms | 90 m²
square meters",1000 — BRUXELLES,Penthouse for rent,4,NA,NA,"90 m²
square meters",NA,"10 m²
square meters","12 m²
square meters",Yes,NA,NA,NA,"77 , rue Dodonée
1180 - Uccle",http://www.metrop.be,5192274,Metropole Properties,NA,As new,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,Yes,NA,Urban
NA,1,USA semi equipped,NA,No,NA,NA,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 630
630 €",NA,No,"€630/month
630€ per month","35 m²
square meters",1190 — Forest,Studio for rent,NA,2,NA,"35 m²
square meters","16 m²
square meters",NA,NA,NA,"1 m²
square meter",No,Yes,NA,NA,NA,NA,NA,NA,NA,No,No,No,No,No,Yes,No,No,Immediately,NA,NA,1,NA
February 1 2023 - 12:00 AM,3,Installed,2,NA,1,3,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,No,NA,"€ 1,350
1350 €","€ 20
20€",No,"€1,350 (+ €20)
1350€ + 20€ per month","2 bedrooms | 85 m²
square meters",Ask for the exact address,Apartment for rent,3,3,NA,"85 m²
square meters","45 m²
square meters",NA,NA,No,"10 m²
square meters",NA,NA,"Chaussée de Waterloo 1358A
1180 - Uccle",NA,722AB,LIKE HOME,1920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
April 1 2023 - 12:00 AM,2,Hyper equipped,2,NA,1,2,NA,NA,NA,NA,"120 kWh/m²
kilowatt hour per square meters",C,Not specified,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,450
1450 €","€ 100
100€",No,"€1,450 (+ €100)
1450€ + 100€ per month","2 bedrooms | 80 m²
square meters",1000 — Brussels City,Apartment for rent,5,2,NA,"80 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23011,Dewaele Brussels South,2002,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,NA,NA,Yes,NA,Urban
March 15 2023 - 12:00 AM,3,USA hyper equipped,2,NA,2,NA,NA,NA,NA,NA,"58 kWh/m²
kilowatt hour per square meters",B,650591-N-11-50-4-3,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,120
1120 €","€ 220
220€",No,"€1,120 (+ €220)
1120€ + 220€ per month","2 bedrooms | 95 m²
square meters",1030 — Schaerbeek,Apartment for rent,3,4,NA,"95 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23012,Dewaele Brussels South,2019,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,NA,NA,NA,NA,Urban
February 15 2023 - 12:00 AM,1,USA hyper equipped,2,NA,2,2,NA,NA,NA,NA,"61 kWh/m²
kilowatt hour per square meters",B,650591-N-10-28-4-3,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 1,300
1300 €","€ 220
220€",No,"€1,300 (+ €220)
1300€ + 220€ per month","2 bedrooms | 100 m²
square meters",1030 — Schaerbeek,Apartment for rent,3,2,NA,"100 m²
square meters",NA,NA,NA,Yes,NA,NA,NA,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-23013,Dewaele Brussels South,2019,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,NA,NA,Yes,NA,Urban
